STL,English,Type
"always ( U G b _ s > 899 and U G b _ s < 1392 -> always [7:10] (eventually [1353:2171] (B D a E D <= 2)) )","Everytime when the U G b _ s signal is within (899, 1392) then the following condition is true: for every time instant during the first 7 to 10 time units eventually at a certain moment within 1353 to 2171 time units B D a E D should be at most 2.","stabilization_recurrence"
"always ( a M F 3 > 31 and a M F 3 < 95 -> always [1503:1842] (eventually [8.5:27.5] (M _ x z u i S <= 5)) )","Globally, everytime when the a M F 3 signal is within (31, 95), then in response for each time instant in the first 1503 to 1842 time units there has to exist a certain time point in the coming 8.5 to 27.5 time units, at which M _ x z u i S should be ultimately less than or equal to 5.","stabilization_recurrence"
"always ( M 0 Q E g U o g > 43 and M 0 Q E g U o g < 98 -> always [4:59] (eventually [6.4:23.7] (Y t 1 e D _ 5 Y X C <= 35)) )","While the M 0 Q E g U o g signal is within (43, 98), then in response for every moment during the first 4 to 59 time units there should exist a certain moment in the first 6.4 to 23.7 time units, at which Y t 1 e D _ 5 Y X C shall be at most 35.","stabilization_recurrence"
"always ( n 2 g L 4 > 83.2 and n 2 g L 4 < 96.1 -> always [1128:2229] (eventually [6:10] (R f <= 95.44)) )","Everytime when the n 2 g L 4 signal is within (83.2, 96.1) then all of the following conditions hold: for each moment during the first 1128 to 2229 time units, at a time in the following 6 to 10 time units R f is no more than 95.44 eventually.","stabilization_recurrence"
"always ( l v l 5 F > 1 and l v l 5 F < 8 -> always [2873:2945] (eventually [88:89] (Y k D l z C d o g <= 65.19)) )","If the l v l 5 F signal is within (1, 8) then in response for every time point during the following 2873 to 2945 time units, there should exist a certain moment in the first 88 to 89 time units, at which Y k D l z C d o g shall be at most 65.19.","stabilization_recurrence"
"eventually [0:45] (rise (n M L 0 f P I Q W 6 == c W 2 1 6 X))","There should be a certain moment during the first 45 time units, at which the event that the mode of n M L 0 f P I Q W 6 shifts to c W 2 1 6 X shall finally take place.","invariance_reachability"
"eventually [0:4] (rise (a 5 _ b N B g J f == G x o D b d s))","Ultimately the transition action that the mode of a 5 _ b N B g J f is changed to G x o D b d s shall get detected at sometime in less than 4 time units.","invariance_reachability"
"eventually [0:4] (rise (E A h n 4 l E b == W 7 a s v))","At a certain moment during the first 4 time units, the event that the mode of E A h n 4 l E b is shifted to W 7 a s v will have to ultimately get detected.","invariance_reachability"
"eventually [0:49.0] (rise (V H 0 _ u v J D 8 == e y o q X 2 h S t Y))","The scenario that the state of V H 0 _ u v J D 8 gets changed to e y o q X 2 h S t Y will have to be detected ultimately at a certain time instant in less than 49.0 time units.","invariance_reachability"
"eventually [0:8] (rise (r E I D f v 5 7 == c D z))","The transition action that the mode of r E I D f v 5 7 is changed to c D z happens eventually at a certain moment in the first 8 time units.","invariance_reachability"
"always (h d == 1661.61 and I m k W > 1)","In the future before the simulation ends the h d signal will have to equal to 1661.61 uninterruptedly, and without interruption the I m k W signal ought to keep greater than 1.","invariance_reachability"
"always (F == 5 and Z c v z > 9)","In the future before the end of the simulation F ought to continuously equal to 5 and the Z c v z signal should consistently stay larger than 9.","invariance_reachability"
"always (H C M i == 1547 and N > 1)","In the future before the end of the simulation, the value of signal H C M i shall be uninterruptedly 1547 and N shall be above 1 without interruption.","invariance_reachability"
"always (I 7 N C == 42 and o 8 I 2 i W n D 2 > 9)","In the future before the execution ends, the I 7 N C signal must stay equal to 42 consistently, and the value of o 8 I 2 i W n D 2 keeps larger than 9 without interruption.","invariance_reachability"
"always (Z G J g == 747 and C H 2 q d T > 48)","In the future consecutively Z G J g will be staying at 747 and consecutively the value of signal C H 2 q d T will stay larger than 48.","invariance_reachability"
"always ( rise (B J o == N k S) -> (O _ a B > 3 and O _ a B < 8) or t S 6 L == 606 )","Globally, if the event that B J o is changed to N k S is observed, then at the same time instant the O _ a B signal will be larger than 3 and below 8 or the value of signal t S 6 L is 606 instantly.","immediate_response"
"always ( rise (M N Z v n == R I z X 8 K) -> (B d 1 6 N M v > 4 and B d 1 6 N M v < 10) or T == 25 )","It is always the case that if the scenario that the mode of signal M N Z v n gets shifted to R I z X 8 K is detected then all of the following conditions hold: the B d 1 6 N M v signal has to be above 4 and smaller than 10 in no time or T must be equal to 25 promptly.","immediate_response"
"always ( rise (G H 4 a == I m H r m 0) -> (X b _ H J y 1 > 1867.0 and X b _ H J y 1 < 2569.0) or U h B T p == 1452 )","It is always the case that when the event that G H 4 a gets changed to I m H r m 0 occurs then immediately the X b _ H J y 1 signal ought to be larger than 1867.0 and below 2569.0 or at the same time instant the value of signal U h B T p has to be equal to 1452.","immediate_response"
"always ( rise (V i L i L == g Y X _ Q J 8 k) -> (b 2 J u R > 3 and b 2 J u R < 7) or w T Z == 14 )","On condition that the transition action that the state of signal V i L i L gets shifted to g Y X _ Q J 8 k occurs, then all of the following conditions are true: the value of signal b 2 J u R will be more than 3 and less than 7 instantly, or at the same time the w T Z signal should be 14.","immediate_response"
"always ( rise (J k p K n r U == r k I h i C I) -> (v > 89.39 and v < 96.46) or b k C W b g b == 4 )","When the scenario that the mode of signal J k p K n r U becomes r k I h i C I is detected then in response the v signal will be larger than 89.39 and below 96.46 starting without any delay or in no time the b k C W b g b signal ought to be 4.","immediate_response"
"eventually [1993.69:2642.14] (rise (q > 73) or I D J 4 8 H 3 X == w J O _ 8 g L)","There has to be a certain time point starting between 1993.69 to 2642.14 time units, at which ultimately the event that the value of signal q becomes over 73 needs to be detected, or finally I D J 4 8 H 3 X should stay in w J O _ 8 g L.","invariance_reachability"
"eventually [848.15:2729.84] (rise (M N T _ J _ n i > 6) or c z a R == Q A)","At a time in the first 848.15 to 2729.84 time units the transition action that the value of M N T _ J _ n i gets more than 6 needs to occur eventually, or the state of c z a R ought to keep in Q A.","invariance_reachability"
"eventually [71:99] (rise (D _ Z t a i T Y f 0 > 5) or f 0 m R n b Q u U == f N 5 J Y g)","At a certain time instant within 71 to 99 time units, finally the scenario that the value of signal D _ Z t a i T Y f 0 jumps to over 5 has to get observed or ultimately the f 0 m R n b Q u U signal ought to be in f N 5 J Y g.","invariance_reachability"
"eventually [1:7] (rise (r Y Y 6 c X r b > 4.13) or U G T Q == W H)","There should exist a time during the first 1 to 7 time units, at which the event that r Y Y 6 c X r b becomes greater than 4.13 shall happen eventually or U G T Q should remain in W H.","invariance_reachability"
"eventually [86.26:94.57] (rise (n > 7) or K W H Y E E == d c 6 U i u r 5 D t)","At a certain time instant starting between 86.26 to 94.57 time units the transition action that the value of n increases above 7 needs to eventually take place, or ultimately the mode of K W H Y E E will be set to d c 6 U i u r 5 D t.","invariance_reachability"
"always ( once [0:3] (I j Q u K T A G 4 D == 8) -> always [0:30] (l i M t I x 9 v i S >= 7) )","Globally, in case that at a certain time point within the last 3 time units, once the I j Q u K T A G 4 D signal will be 8, then the following condition is true: l i M t I x 9 v i S will have to be greater than or equal to 7 and then stays like this for each time instant in the subsequent 30 time units.","temporal_response"
"always ( once [0:94] (c 6 y _ == 15) -> always [0:2061.47] (N z K l T >= 7) )","Globally, when there is a time in the elapsed 94 time units, at which c 6 y _ is equal to 15 once then the N z K l T signal should consistently remain greater than or equal to 7 for every time instant within the next 2061.47 time units.","temporal_response"
"always ( once [0:3] (F J S 4 a z d q a == 2) -> always [0:8] (O h o h G p u r >= 2) )","In the case at a certain time point during the last 3 time units, once the F J S 4 a z d q a signal settles to 2 then in response for every time instant in the next 8 time units the value of signal O h o h G p u r will remain at least 2 consecutively.","temporal_response"
"always ( once [0:6] (o 0 8 k l == 5) -> always [0:2458.5] (g t i A z y N X 3 1 >= 1) )","It is always the case that in case that at a time before less than 6 time units, the value of signal o 0 8 k l is equal to 5, then in response the g t i A z y N X 3 1 signal needs to keep greater than or equal to 1 uninterruptedly for each time point in the next 2458.5 time units.","temporal_response"
"always ( once [0:94.1] (K S == 4) -> always [0:1230] (w P u L l >= 13) )","When there exists a certain time instant during the elapsed 94.1 time units once, at which the value of signal K S is 4 then all of the following conditions hold: the w P u L l signal must be no less than 13 and then ought to always keep like that for every moment during the first 1230 time units.","temporal_response"
"always [584:1720] (s L <= 0.72 and m R y S y z y < 71.24)","Within 584 to 1720 time units, s L must keep less than or equal to 0.72 and m R y S y z y keeps smaller than 71.24.","invariance_reachability"
"always [78:98] (X d l O T X O P y P <= 38 and F d 3 s _ n s b f w < 58)","For each time instant within the first 78 to 98 time units, the X d l O T X O P y P signal needs to be less than or equal to 38 and the F d 3 s _ n s b f w signal will remain less than 58 consecutively.","invariance_reachability"
"always [503:2379] (G a <= 9 and u a U j j 8 d 3 Z 7 < 93)","Within 503 to 2379 time units, G a will have to consecutively remain less than or equal to 9 and without interruption u a U j j 8 d 3 Z 7 should remain smaller than 93.","invariance_reachability"
"always [7.12:7.53] (w 3 m l w d l L A Q <= 1446 and A p N b J c Z r n D < 6)","For every moment during the first 7.12 to 7.53 time units, consistently w 3 m l w d l L A Q has to be less than or equal to 1446 and A p N b J c Z r n D must consistently stay less than 6.","invariance_reachability"
